question_id,pct_harris_poll,pct_trump_poll,poll_id,pollster,state,start_date,end_date,mode,population,sample_size,pct_dk,p_trump_true,p_harris_true,abs_margin,A,trump_part_A,harris_part_A,poll_level,duration_days,days_before_election,turnout_pct,base_mode,mode_App Panel,mode_Email,mode_IVR,mode_Mail_to_Phone,mode_Mail_to_Web,mode_Online Ad,mode_Online Matched Sample,mode_Online Opt_In Panel,mode_Probability Panel,mode_Text,mode_Text_to_Web
206223,51.0,45.0,87794,ABC/Washington Post,national,2024-08-09,2024-08-13,Probability Panel,lv,1505.0,4.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.15516754848005565,-0.10156321726796103,0.0536043312120944,national,5,84,64.07,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206224,47.0,44.0,87794,ABC/Washington Post,national,2024-08-09,2024-08-13,Probability Panel,a,2336.0,2.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09596237331784695,-0.12403607312001963,-0.02807369980217278,national,5,84,64.07,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206254,47.0,44.0,87794,ABC/Washington Post,national,2024-08-09,2024-08-13,Probability Panel,rv,1975.0,2.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09596237331784695,-0.12403607312001963,-0.02807369980217278,national,5,84,64.07,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206257,50.2,49.8,87812,Focaldata,pennsylvania,2024-08-06,2024-08-16,,lv,719.0,0.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.042531167339171394,-0.01143113609447688,0.031100031244694626,state,11,81,71.43,,0,0,0,0,0,0,0,0,0,0,0
206258,53.1,46.9,87813,Focaldata,michigan,2024-08-06,2024-08-16,,lv,702.0,0.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.15301072713456587,-0.05853258076831391,0.09447814636625196,state,11,81,74.64,,0,0,0,0,0,0,0,0,0,0,0
206259,48.0,52.0,87814,Focaldata,georgia,2024-08-06,2024-08-16,,lv,651.0,0.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.03586087598287178,0.024976734015506707,-0.010884141967365202,state,11,81,68.26,,0,0,0,0,0,0,0,0,0,0,0
206260,48.6,51.4,87815,Focaldata,arizona,2024-08-06,2024-08-16,,lv,702.0,0.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.05586828153280157,-0.01601925767427026,0.039849023858531174,state,11,81,63.6,,0,0,0,0,0,0,0,0,0,0,0
206261,49.8,50.2,87816,Focaldata,north carolina,2024-08-06,2024-08-16,,lv,702.0,0.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.05723668791785299,-0.013006493540826392,0.04423019437702658,state,11,81,70.32,,0,0,0,0,0,0,0,0,0,0,0
206262,52.5,47.5,87817,Focaldata,wisconsin,2024-08-06,2024-08-16,,lv,700.0,0.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.11755167837615944,-0.04317787578106014,0.0743738025950994,state,11,81,76.64,,0,0,0,0,0,0,0,0,0,0,0
206263,53.7,46.3,87818,Focaldata,nevada,2024-08-06,2024-08-16,,lv,678.0,0.0,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.21147242790921436,-0.1019495404223506,0.10952288748686378,state,11,81,65.8,,0,0,0,0,0,0,0,0,0,0,0
206353,43.0,44.0,87821,Redfield & Wilton Strategies,arizona,2024-08-12,2024-08-15,Online Opt-In Panel,lv,592.0,6.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.08889340486277414,-0.1714677962171286,-0.08257439135435451,state,4,82,63.6,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206354,43.0,48.0,87822,Redfield & Wilton Strategies,florida,2024-08-12,2024-08-15,Online Opt-In Panel,lv,1296.0,5.0,0.5608834311631108,0.4298829273881028,0.131000503775008,-0.15599929140001975,-0.15572699244189014,0.0002722989581295243,state,4,82,66.71,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206355,46.0,46.0,87823,Redfield & Wilton Strategies,georgia,2024-08-12,2024-08-15,Online Opt-In Panel,lv,692.0,6.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.0441818316906646,-0.09762558807682564,-0.053443756386161057,state,4,82,68.26,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206356,44.0,45.0,87824,Redfield & Wilton Strategies,michigan,2024-08-12,2024-08-15,Online Opt-In Panel,lv,530.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.006378618486847883,-0.09988776645022779,-0.09350914796338006,state,4,82,74.64,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206357,47.0,40.0,87825,Redfield & Wilton Strategies,minnesota,2024-08-12,2024-08-15,Online Opt-In Panel,lv,475.0,10.0,0.4668313910606284,0.5092254880267493,0.0423940969661209,-0.07434537262119553,-0.1545035983883798,-0.08015822576718423,state,4,82,76.35,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206358,42.0,43.0,87826,Redfield & Wilton Strategies,nevada,2024-08-12,2024-08-15,Online Opt-In Panel,lv,536.0,7.0,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.039670890076389596,-0.17589138582097652,-0.13622049574458694,state,4,82,65.8,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206359,47.0,41.0,87827,Redfield & Wilton Strategies,new mexico,2024-08-12,2024-08-15,Online Opt-In Panel,lv,453.0,6.0,0.4585116141056505,0.5185189998299767,0.060007385724326234,-0.013584486201018637,-0.11182846233307675,-0.09824397613205804,state,4,82,59.57,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206360,44.0,47.0,87828,Redfield & Wilton Strategies,north carolina,2024-08-12,2024-08-15,Online Opt-In Panel,lv,601.0,6.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,0.0007212372068680336,-0.07887391852845138,-0.0795951557353195,state,4,82,70.32,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206361,46.0,44.0,87829,Redfield & Wilton Strategies,pennsylvania,2024-08-12,2024-08-15,Online Opt-In Panel,lv,825.0,6.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.07898288724292885,-0.13525648620682296,-0.056273598963893834,state,4,82,71.43,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206362,48.0,44.0,87830,Redfield & Wilton Strategies,wisconsin,2024-08-12,2024-08-15,Online Opt-In Panel,lv,469.0,5.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.10447959680880667,-0.11971795290339449,-0.01523835609458779,state,4,82,76.64,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206363,45.0,44.0,87831,Redfield & Wilton Strategies,national,2024-08-15,2024-08-15,Online Opt-In Panel,lv,1238.0,6.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,-0.12403607312001963,-0.07155881174191159,national,1,82,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206375,42.0,46.0,87815,Focaldata,arizona,2024-08-06,2024-08-16,,a,702.0,3.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.02091114488174613,-0.12701603364629466,-0.1061048887645486,state,11,81,63.6,,0,0,0,0,0,0,0,0,0,0,0
206376,45.0,45.0,87815,Focaldata,arizona,2024-08-06,2024-08-16,,rv,,1.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.11188292308747286,-0.14899494036507,-0.037112017277597165,state,11,81,63.6,,0,0,0,0,0,0,0,0,0,0,0
206377,44.9,45.9,87815,Focaldata,arizona,2024-08-06,2024-08-16,,lv,702.0,1.4000000000000057,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.08985560076918199,-0.12919231306889034,-0.039336712299708254,state,11,81,63.6,,0,0,0,0,0,0,0,0,0,0,0
206378,46.0,47.0,87814,Focaldata,georgia,2024-08-06,2024-08-16,,a,651.0,4.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.022675626469700935,-0.07611938285586217,-0.053443756386161057,state,11,81,68.26,,0,0,0,0,0,0,0,0,0,0,0
206379,46.0,47.0,87814,Focaldata,georgia,2024-08-06,2024-08-16,,rv,,4.0,0.5071729539955493,0.4852529230675474,0.021920030928001877,-0.022675626469700935,-0.07611938285586217,-0.053443756386161057,state,11,81,68.26,,0,0,0,0,0,0,0,0,0,0,0
206380,45.3,49.4,87814,Focaldata,georgia,2024-08-06,2024-08-16,,lv,651.0,2.3000000000000114,0.5071729539955493,0.4852529230675474,0.021920030928001877,0.04246156001422395,-0.026316560372043885,-0.06877812038626785,state,11,81,68.26,,0,0,0,0,0,0,0,0,0,0,0
206381,50.0,42.0,87813,Focaldata,michigan,2024-08-06,2024-08-16,,a,702.0,2.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.2032048614836842,-0.16888063793717922,0.034324223546504884,state,11,81,74.64,,0,0,0,0,0,0,0,0,0,0,0
206382,50.0,44.0,87813,Focaldata,michigan,2024-08-06,2024-08-16,,rv,,1.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.15668484584879133,-0.12236062230228639,0.034324223546504884,state,11,81,74.64,,0,0,0,0,0,0,0,0,0,0,0
206383,50.8,43.8,87813,Focaldata,michigan,2024-08-06,2024-08-16,,lv,702.0,0.9000000000000057,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.17711401154094214,-0.12691643883814718,0.05019757270279501,state,11,81,74.64,,0,0,0,0,0,0,0,0,0,0,0
206384,49.0,39.0,87818,Focaldata,nevada,2024-08-06,2024-08-16,,a,678.0,2.0,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.2914600394675639,-0.2735298553848925,0.01793018408267133,state,11,81,65.8,,0,0,0,0,0,0,0,0,0,0,0
206385,49.0,39.0,87818,Focaldata,nevada,2024-08-06,2024-08-16,,rv,,2.0,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.2914600394675639,-0.2735298553848925,0.01793018408267133,state,11,81,65.8,,0,0,0,0,0,0,0,0,0,0,0
206386,47.8,42.4,87818,Focaldata,nevada,2024-08-06,2024-08-16,,lv,678.0,1.3000000000000114,0.5126926765014008,0.4812925065604706,0.0314001699409302,-0.18307866474608192,-0.18994313927662687,-0.006864474530544951,state,11,81,65.8,,0,0,0,0,0,0,0,0,0,0,0
206387,47.0,43.0,87816,Focaldata,north carolina,2024-08-06,2024-08-16,,a,702.0,2.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.15418421660142548,-0.16782140454494754,-0.013637187943522089,state,11,81,70.32,,0,0,0,0,0,0,0,0,0,0,0
206388,47.0,44.0,87816,Focaldata,north carolina,2024-08-06,2024-08-16,,rv,,2.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.13119469837672676,-0.1448318863202488,-0.013637187943522089,state,11,81,70.32,,0,0,0,0,0,0,0,0,0,0,0
206389,47.0,45.6,87816,Focaldata,north carolina,2024-08-06,2024-08-16,,lv,702.0,1.5999999999999943,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.09547661577464751,-0.10911380371816948,-0.013637187943522089,state,11,81,70.32,,0,0,0,0,0,0,0,0,0,0,0
206390,47.0,47.0,87812,Focaldata,pennsylvania,2024-08-06,2024-08-16,,a,719.0,2.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.03453112467209504,-0.06929851841502555,-0.034767393742930364,state,11,81,71.43,,0,0,0,0,0,0,0,0,0,0,0
206391,49.0,46.0,87812,Focaldata,pennsylvania,2024-08-06,2024-08-16,,rv,,1.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.09771002629362664,-0.09080472363598902,0.006905302657637669,state,11,81,71.43,,0,0,0,0,0,0,0,0,0,0,0
206392,48.2,46.9,87812,Focaldata,pennsylvania,2024-08-06,2024-08-16,,lv,719.0,0.9000000000000057,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.06187247027641612,-0.07142844467285048,-0.009555974396434186,state,11,81,71.43,,0,0,0,0,0,0,0,0,0,0,0
206393,50.0,43.0,87817,Focaldata,wisconsin,2024-08-06,2024-08-16,,a,700.0,1.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.16829110955376053,-0.14270747112809323,0.025583638425667354,state,11,81,76.64,,0,0,0,0,0,0,0,0,0,0,0
206394,50.0,42.0,87817,Focaldata,wisconsin,2024-08-06,2024-08-16,,rv,,2.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.1918216069639547,-0.16623796853828732,0.025583638425667354,state,11,81,76.64,,0,0,0,0,0,0,0,0,0,0,0
206395,49.6,44.0,87817,Focaldata,wisconsin,2024-08-06,2024-08-16,,lv,700.0,1.0999999999999943,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.1372694196317975,-0.11971795290339449,0.01755146672840302,state,11,81,76.64,,0,0,0,0,0,0,0,0,0,0,0
206399,49.0,47.0,87833,SoCal Strategies,national,2024-08-18,2024-08-18,Online Opt-In Panel,rv,1000.0,4.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07167710192661765,-0.05807810532822222,0.013598996598395252,national,1,79,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206400,50.0,48.0,87833,SoCal Strategies,national,2024-08-18,2024-08-18,Online Opt-In Panel,lv,876.0,2.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07082640004630478,-0.037024696130389834,0.03380170391591475,national,1,79,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206401,65.3,34.7,87834,ActiVote,california,2024-08-02,2024-08-19,App Panel,lv,400.0,0.0,0.383329021034668,0.58467704244594,0.201348021411272,-0.21008640188736669,-0.09956890320427181,0.11051749868309496,state,18,78,62.06,App Panel,1,0,0,0,0,0,0,0,0,0,0
206420,47.0,44.0,87835,Morning Consult,national,2024-08-10,2024-08-12,Online Opt-In Panel,rv,4000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09596237331784695,-0.12403607312001963,-0.02807369980217278,national,3,85,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206421,47.0,45.0,87836,Morning Consult,national,2024-08-11,2024-08-13,Online Opt-In Panel,rv,4000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07348951746578841,-0.10156321726796103,-0.02807369980217278,national,3,84,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206422,47.0,44.0,87837,Morning Consult,national,2024-08-12,2024-08-14,Online Opt-In Panel,rv,4000.0,9.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09596237331784695,-0.12403607312001963,-0.02807369980217278,national,3,83,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206423,48.0,44.0,87838,Morning Consult,national,2024-08-13,2024-08-15,Online Opt-In Panel,rv,4000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11701578251567937,-0.12403607312001963,-0.007020290604340396,national,3,82,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206424,48.0,44.0,87839,Morning Consult,national,2024-08-14,2024-08-16,Online Opt-In Panel,rv,4000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11701578251567937,-0.12403607312001963,-0.007020290604340396,national,3,81,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206425,48.0,44.0,87840,Morning Consult,national,2024-08-15,2024-08-17,Online Opt-In Panel,rv,4000.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11701578251567937,-0.12403607312001963,-0.007020290604340396,national,3,80,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206431,51.0,44.0,87789,St. Anselm,new hampshire,2024-08-13,2024-08-14,Online Opt-In Panel,rv,1656.0,3.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.09119672287472413,-0.08436593091532207,0.0068307919594021715,state,2,83,74.05,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206432,46.0,46.6,87841,InsiderAdvantage,pennsylvania,2024-08-18,2024-08-19,,lv,800.0,7.400000000000006,0.5037253671558666,0.4866280572391539,0.017097309916712655,-0.021571980029589908,-0.07784557899348388,-0.056273598963893834,state,2,78,71.43,,0,0,0,0,0,0,0,0,0,0,0
206442,40.8,36.7,87843,Big Village,national,2024-08-14,2024-08-18,Online Opt-In Panel,a,2022.0,14.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.13590973187564087,-0.305448951977756,-0.16953922010211542,national,5,79,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206443,44.0,39.7,87843,Big Village,national,2024-08-14,2024-08-18,Online Opt-In Panel,rv,1698.0,8.900000000000006,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.132842851751166,-0.22687451934513603,-0.09403166759397019,national,5,79,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206444,46.2,41.6,87843,Big Village,national,2024-08-14,2024-08-18,Online Opt-In Panel,lv,1530.0,5.199999999999989,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.1348840363465252,-0.18012553977106305,-0.04524150342453814,national,5,79,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206471,47.0,44.0,87845,Roanoke College,virginia,2024-08-12,2024-08-16,Live Phone/Online Opt-In Panel,lv,691.0,9.0,0.4605739184347081,0.5182386736091495,0.05766475517444147,0.052004567626391336,-0.04569863367497995,-0.09770320130137122,state,5,81,71.19,Live Phone,0,0,0,0,0,0,0,0,0,0,0
206471,47.0,44.0,87845,Roanoke College,virginia,2024-08-12,2024-08-16,Live Phone/Online Opt-In Panel,lv,691.0,9.0,0.4605739184347081,0.5182386736091495,0.05766475517444147,0.052004567626391336,-0.04569863367497995,-0.09770320130137122,state,5,81,71.19,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206472,45.0,42.0,87845,Roanoke College,virginia,2024-08-12,2024-08-16,Live Phone/Online Opt-In Panel,lv,691.0,3.0,0.4605739184347081,0.5182386736091495,0.05766475517444147,0.048969663931237306,-0.09221864930987278,-0.14118831324111003,state,5,81,71.19,Live Phone,0,0,0,0,0,0,0,0,0,0,0
206472,45.0,42.0,87845,Roanoke College,virginia,2024-08-12,2024-08-16,Live Phone/Online Opt-In Panel,lv,691.0,3.0,0.4605739184347081,0.5182386736091495,0.05766475517444147,0.048969663931237306,-0.09221864930987278,-0.14118831324111003,state,5,81,71.19,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206477,45.0,46.0,87848,Navigator,arizona,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,4.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.08990401636869767,-0.12701603364629466,-0.037112017277597165,state,9,89,63.6,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206478,44.0,44.0,87849,Navigator,michigan,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,6.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.028851474338906447,-0.12236062230228639,-0.09350914796338006,state,9,89,74.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206479,46.0,46.0,87850,Navigator,north carolina,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,4.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.06523673058492936,-0.10038012374941485,-0.03514339316448556,state,9,89,70.32,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206480,44.0,46.0,87851,Navigator,pennsylvania,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,2.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.009920637898738772,-0.09080472363598902,-0.10072536153472778,state,9,89,71.43,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206481,45.0,45.0,87852,Navigator,wisconsin,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,2.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.01746821981917685,-0.09724509705133588,-0.07977687723215898,state,9,89,76.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206482,46.0,49.0,87848,Navigator,arizona,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,5.0,0.5223002024890546,0.4670141701031977,0.05528603238585694,-0.04870402146594123,-0.06383713202476315,-0.015133110558821827,state,9,89,63.6,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206483,47.0,46.0,87849,Navigator,michigan,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,7.0,0.4972710995013228,0.4831290850971348,0.014142014404187997,-0.05035767955987006,-0.07790885973145245,-0.027551180171582645,state,9,89,74.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206484,46.0,48.0,87850,Navigator,north carolina,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,6.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.022677116166133462,-0.057820509330619,-0.03514339316448556,state,9,89,70.32,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206485,46.0,48.0,87851,Navigator,pennsylvania,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,6.0,0.5037253671558666,0.4866280572391539,0.017097309916712655,0.008028489746700855,-0.04824510921719316,-0.056273598963893834,state,9,89,71.43,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206486,48.0,48.0,87852,Navigator,wisconsin,2024-07-31,2024-08-08,Text-to-Web,lv,600.0,4.0,0.495958711251628,0.4873704248830968,0.008588286368531206,-0.01746821981917685,-0.03270657591376469,-0.01523835609458779,state,9,89,76.64,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206527,46.0,43.0,87853,YouGov,national,2024-08-17,2024-08-20,Online Matched Sample,rv,1371.0,8.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.0974456863215821,-0.14702559134471838,-0.04957990502313625,national,4,77,64.07,Online Matched Sample,0,0,0,0,0,0,1,0,0,0,0
206546,50.0,43.0,87856,U. New Hampshire,new hampshire,2024-08-15,2024-08-19,Probability Panel,lv,2048.0,3.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.09438361380324325,-0.10735544914002082,-0.012971835336777482,state,5,78,74.05,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206547,52.0,47.0,87856,U. New Hampshire,new hampshire,2024-08-15,2024-08-19,Probability Panel,lv,2048.0,1.0,0.478731864016587,0.5065281672837572,0.02779630326717014,-0.04465684094002827,-0.018407963123524662,0.02624887781650387,state,5,78,74.05,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206548,67.0,27.0,87857,U. New Hampshire,vermont,2024-08-15,2024-08-19,Probability Panel,lv,924.0,3.0,0.322959777110552,0.6378073521058184,0.3148475749952664,-0.2283472579854863,-0.17910582740039493,0.04924143058509123,state,5,78,70.89,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206549,70.0,29.0,87857,U. New Hampshire,vermont,2024-08-15,2024-08-19,Probability Panel,lv,924.0,1.0,0.322959777110552,0.6378073521058184,0.3148475749952664,-0.20069091666173425,-0.10764686341825014,0.09304405324348403,state,5,78,70.89,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206550,55.0,38.0,87858,U. New Hampshire,maine,2024-08-15,2024-08-19,Probability Panel,lv,951.0,3.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.22773661320556934,-0.1793364168646342,0.048400196340935286,state,5,78,74.24,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206553,58.0,41.0,87858,U. New Hampshire,maine,2024-08-15,2024-08-19,Probability Panel,lv,951.0,1.0,0.4546408058938505,0.52401383250639,0.06937302661253952,-0.20486053154159586,-0.10335050988671224,0.10151002165488354,state,5,78,74.24,Probability Panel,0,0,0,0,0,0,0,0,1,0,0
206559,44.6,49.5,87861,University of Houston/Texas Southern University,texas,2024-08-05,2024-08-16,Online Matched Sample,lv,1365.0,2.6999999999999886,0.561399597529967,0.4245665474312461,0.13683305009872093,-0.17512537638738496,-0.125875184454608,0.04925019193277702,state,12,81,56.57,Online Matched Sample,0,0,0,0,0,0,1,0,0,0,0
206561,58.3,41.7,87862,ActiVote,new york,2024-08-01,2024-08-21,App Panel,lv,400.0,0.0,0.4331444097499576,0.5590486045554668,0.12590419480550918,-0.07993572827671996,-0.037984960416796776,0.04195076785992313,state,21,76,60.44,App Panel,1,0,0,0,0,0,0,0,0,0,0
206587,49.0,51.0,87863,HarrisX,national,2024-08-02,2024-08-03,Online Opt-In Panel,rv,1011.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,0.010000929087649534,0.023599925686044965,0.013598996598395252,national,2,94,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206607,46.0,44.0,87863,HarrisX,national,2024-08-02,2024-08-03,Online Opt-In Panel,rv,1011.0,1.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.07445616809688334,-0.12403607312001963,-0.04957990502313625,national,2,94,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206608,45.0,44.0,87863,HarrisX,national,2024-08-02,2024-08-03,Online Opt-In Panel,rv,1011.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.052477261378108236,-0.12403607312001963,-0.07155881174191159,national,2,94,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206654,46.0,45.0,87870,SurveyUSA,north carolina,2024-08-19,2024-08-21,Online Opt-In Panel,rv,1053.0,9.0,0.5085719058363357,0.4764533813078146,0.0321185245285211,-0.08721563730370459,-0.12235903046819019,-0.03514339316448556,state,3,76,70.32,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206673,47.0,43.0,87872,Embold Research,national,2024-08-08,2024-08-15,Text-to-Web/Online Ad,lv,2696.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11895189154254575,-0.14702559134471838,-0.02807369980217278,national,8,82,64.07,Text-to-Web,0,0,0,0,0,0,0,0,0,0,1
206673,47.0,43.0,87872,Embold Research,national,2024-08-08,2024-08-15,Text-to-Web/Online Ad,lv,2696.0,10.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11895189154254575,-0.14702559134471838,-0.02807369980217278,national,8,82,64.07,Online Ad,0,0,0,0,0,1,0,0,0,0,0
206682,52.0,48.0,87873,Outward Intelligence,national,2024-08-18,2024-08-22,Online Opt-In Panel,lv,1867.0,0.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11004711319958599,-0.037024696130389834,0.0730224170691961,national,5,75,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206683,50.0,44.0,87873,Outward Intelligence,national,2024-08-18,2024-08-22,Online Opt-In Panel,lv,1867.0,-0.7000000000000028,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.15783777703593446,-0.12403607312001963,0.03380170391591475,national,5,75,64.07,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
206684,49.0,46.0,87871,Data for Progress,national,2024-08-01,2024-08-15,,lv,6067.0,5.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.09318330714758115,-0.07958431054918569,0.013598996598395252,national,15,82,64.07,,0,0,0,0,0,0,0,0,0,0,0
206685,47.0,43.0,87871,Data for Progress,national,2024-08-01,2024-08-15,,lv,6067.0,4.0,0.4981049511152404,0.48338159549328136,0.014723355621959033,-0.11895189154254575,-0.14702559134471838,-0.02807369980217278,national,15,82,64.07,,0,0,0,0,0,0,0,0,0,0,0
206713,25.0,51.0,87876,HarrisX,utah,2024-08-02,2024-08-09,Online Opt-In Panel,rv,800.0,9.0,0.5937665855556018,0.3779430753499846,0.2158235102056172,0.26120710929699525,-0.1520755628076741,-0.4132826721046692,state,8,88,64.15,Online Opt-In Panel,0,0,0,0,0,0,0,1,0,0,0
