caseid,state_name,X_trump,X_harris,selfvoted_2024,likely_voter,validated_voter,CC24_363_names
1879444080,Florida,,,,0.0,0,No
1870929794,New Jersey,,,,1.0,1,"Yes, definitely"
1873028454,Pennsylvania,,,,0.0,0,Undecided
1880372216,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878879394,Illinois,,,,0.0,0,No
1872861642,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878879300,Virginia,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1879882580,Wyoming,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1878880678,Missouri,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880376044,Massachusetts,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880303502,Arizona,,,,1.0,0,"Yes, definitely"
1873026710,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879976684,Florida,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1873027328,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878881684,Georgia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878880124,Minnesota,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1872861316,Colorado,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878881498,Vermont,,,0.0,1.0,1,I plan to vote before November 5th
1878645240,North Carolina,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880395212,Massachusetts,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878878870,Michigan,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880397334,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401068,Florida,1.0,0.0,1.0,1.0,0,I already voted (early or absentee)
1880378364,Delaware,,,,1.0,0,"Yes, definitely"
1880404636,Georgia,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880192262,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880422108,Montana,,,0.0,1.0,1,"Yes, definitely"
1875940240,Arkansas,,,,1.0,0,Probably
1880373722,Georgia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880399570,Alabama,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878880844,Minnesota,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1879767336,Indiana,0.0,1.0,1.0,1.0,1,Probably
1880387908,Michigan,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1870933168,Texas,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878878922,Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878880300,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880415948,North Carolina,,,,0.0,0,No
1880405944,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879435620,Illinois,1.0,0.0,1.0,1.0,0,Probably
1880408188,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880376822,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880172240,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878460422,Wisconsin,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880397368,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405556,New York,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880421118,North Carolina,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400324,Washington,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880402592,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401632,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880385608,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879654286,Pennsylvania,0.0,1.0,1.0,1.0,0,Probably
1870933456,Delaware,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878878390,Alabama,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409844,Florida,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1878880868,Maryland,,,,1.0,1,"Yes, definitely"
1880422610,New York,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880399674,Nebraska,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880411522,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402634,Virginia,0.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1878995470,Missouri,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880403166,Indiana,,,,1.0,1,"Yes, definitely"
1880405720,Virginia,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880401740,North Carolina,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880399594,Pennsylvania,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880410216,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400400,Alabama,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880411156,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880460020,Pennsylvania,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880444598,Washington,,,,1.0,0,"Yes, definitely"
1880453712,Wisconsin,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880407270,Illinois,,,,1.0,0,I plan to vote before November 5th
1880406036,Massachusetts,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1872861126,Indiana,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1879761170,Oklahoma,,,,0.0,0,No
1880453604,Illinois,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880052852,North Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400786,Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880454346,Texas,,,,0.0,1,No
1880406564,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880399806,Washington,,,,1.0,1,"Yes, definitely"
1880404672,Indiana,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880445524,Kansas,,,,1.0,1,"Yes, definitely"
1880401058,Washington,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880400898,Indiana,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880402800,Missouri,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880406454,Montana,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880404786,North Dakota,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880377398,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878644276,New York,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880413844,Kansas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880438124,Nebraska,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401534,Texas,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878878786,Minnesota,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880444576,Massachusetts,1.0,0.0,1.0,1.0,1,I already voted (early or absentee)
1880405458,Massachusetts,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401362,Indiana,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404082,Arkansas,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1878644618,Maryland,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1877747498,Alabama,,,,0.0,0,Undecided
1880400358,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401032,Oklahoma,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878879036,Michigan,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880408558,Massachusetts,,,,1.0,1,"Yes, definitely"
1880406740,Texas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1870931954,Ohio,,,,1.0,1,"Yes, definitely"
1880252552,Maryland,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879373908,Virginia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400726,Indiana,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879676890,Alaska,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878648474,Michigan,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880399762,Oregon,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406826,Kentucky,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409836,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404272,Colorado,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880400102,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878879458,Nevada,,,,1.0,1,Probably
1880406888,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1870928472,New Mexico,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407000,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880422812,Texas,0.0,1.0,1.0,1.0,1,Probably
1880399900,Wisconsin,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880410280,New York,,,,0.0,0,No
1880403144,Colorado,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880489290,Vermont,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401746,Colorado,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880399636,Georgia,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880399592,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406926,Indiana,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880411510,Delaware,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403284,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1878880402,North Carolina,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880407300,Missouri,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880407082,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402898,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880489042,West Virginia,,,,0.0,0,No
1880494048,Illinois,,,,1.0,1,"Yes, definitely"
1880407282,Indiana,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400704,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880402956,Massachusetts,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880411584,Oklahoma,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1878458340,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880495496,Pennsylvania,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880411474,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1870930568,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402660,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406964,North Carolina,0.0,1.0,1.0,1.0,0,I already voted (early or absentee)
1878879090,Massachusetts,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1873026958,Maryland,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406988,West Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400328,Iowa,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1873025466,Wisconsin,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401970,New York,,,,0.0,0,No
1880499496,New York,,,,1.0,0,Probably
1880405830,Oregon,,,0.0,1.0,1,"Yes, definitely"
1880409346,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401174,Georgia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878440106,Kentucky,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403228,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879854668,Alabama,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880399726,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880500094,North Carolina,0.0,1.0,1.0,0.0,1,Undecided
1880402504,Michigan,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401284,Connecticut,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406264,Florida,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880403996,Florida,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880475662,Illinois,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1877278392,Texas,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880405106,New Jersey,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404350,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1879361884,North Carolina,,,,0.0,0,Undecided
1878646882,Kansas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1872863510,South Carolina,,,,1.0,1,"Yes, definitely"
1880495196,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880400040,Michigan,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880408298,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1870931212,California,,,,1.0,1,"Yes, definitely"
1880403736,Missouri,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878878844,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878457234,Massachusetts,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878878842,New York,,,,1.0,1,"Yes, definitely"
1880401922,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880211628,Kentucky,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880499612,California,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1879949244,Oregon,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400732,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409110,Illinois,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880489120,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880499386,Colorado,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402560,Washington,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878644772,Nebraska,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880511824,Oregon,,,,1.0,0,"Yes, definitely"
1880406034,Arizona,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880224602,Texas,,,,0.0,1,No
1880400796,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403868,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878879432,Minnesota,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880408014,North Dakota,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408906,Maryland,,,0.0,1.0,1,"Yes, definitely"
1880401072,Hawaii,0.0,0.0,1.0,0.0,1,Undecided
1880406256,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405864,Texas,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880400850,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401106,Ohio,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880499700,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880410004,Georgia,,,,0.0,0,Undecided
1880400914,Missouri,1.0,0.0,1.0,1.0,1,I already voted (early or absentee)
1870931196,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403440,Tennessee,,,,1.0,1,I plan to vote before November 5th
1880400066,Tennessee,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880405388,Indiana,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406668,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405900,Virginia,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880407646,West Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404268,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400308,Arizona,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409538,Alabama,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406710,Massachusetts,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403458,Georgia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409162,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406014,Texas,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880408202,Arizona,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880408640,California,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1880407992,Oregon,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402006,Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880410660,Colorado,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880403380,Maryland,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400544,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400912,Montana,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401892,Illinois,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880515590,Kentucky,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880400194,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409826,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409564,Louisiana,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880407530,Texas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880480486,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402650,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880401948,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405410,Ohio,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1878646684,Texas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400724,Wisconsin,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405266,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400490,Tennessee,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405516,District Of Columbia,,,,1.0,1,"Yes, definitely"
1880406928,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403596,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408380,Massachusetts,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409646,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880511914,Colorado,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405128,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403052,Wisconsin,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406212,Texas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409592,Delaware,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405538,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408308,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401840,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403302,Mississippi,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404056,Indiana,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880407658,Maryland,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400512,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880519574,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400770,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406916,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1879785576,Connecticut,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880408470,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404810,Oklahoma,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880399772,Kentucky,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880401436,New York,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400686,Mississippi,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404794,Florida,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880409736,Oklahoma,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402142,Tennessee,1.0,0.0,1.0,1.0,0,"Yes, definitely"
1880411080,Illinois,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409944,Georgia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407200,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880400788,Louisiana,1.0,0.0,1.0,1.0,1,I already voted (early or absentee)
1880403248,Oregon,,,,1.0,1,"Yes, definitely"
1878646920,Georgia,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1878879126,Missouri,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880407662,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1873030732,Pennsylvania,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406332,New Jersey,1.0,0.0,1.0,1.0,1,I already voted (early or absentee)
1880403700,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878644220,Virginia,,,,1.0,1,"Yes, definitely"
1880516716,Minnesota,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406894,Washington,,,,0.0,0,No
1880517332,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400564,New York,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880516122,New York,,,,1.0,1,"Yes, definitely"
1880411318,Texas,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402624,New Jersey,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880400990,Colorado,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404434,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880402734,Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409418,Oregon,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404714,Illinois,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400208,North Carolina,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402814,Colorado,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880403724,Pennsylvania,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1880408776,Connecticut,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878879560,Arizona,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880517360,Virginia,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880401780,Georgia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405130,New Mexico,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880399612,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1878879248,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400628,Indiana,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880405336,Virginia,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880406408,Colorado,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401514,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880532040,Oregon,,,,1.0,0,"Yes, definitely"
1880400312,North Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406476,Tennessee,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407016,New York,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880460152,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408694,Connecticut,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880402750,Pennsylvania,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880411396,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880511880,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408554,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407986,Missouri,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400648,Texas,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880408870,Kansas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401288,South Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402086,Wisconsin,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400024,Michigan,,,,0.0,0,Undecided
1880406042,Iowa,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409240,Maine,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1872864278,Texas,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404058,North Carolina,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1878644470,Oregon,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880532182,Texas,,,,0.0,0,No
1880404344,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401682,Virginia,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402912,Arizona,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880408076,Arizona,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400398,Texas,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880517092,Iowa,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400542,Ohio,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404646,Georgia,,,,1.0,1,"Yes, definitely"
1880403076,West Virginia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880401736,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406874,Missouri,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404356,North Carolina,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880372412,Connecticut,,,,0.0,0,No
1880402920,Delaware,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1872863706,South Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880409430,New Jersey,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402988,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880405190,Illinois,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407112,Florida,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880405592,Washington,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880406600,Tennessee,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880404276,Minnesota,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880407246,Arizona,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880408206,Florida,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880405938,California,0.0,1.0,1.0,1.0,1,I plan to vote before November 5th
1880404552,Illinois,1.0,0.0,1.0,1.0,1,Probably
1880409474,Alaska,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880407172,Illinois,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1880402692,Florida,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880454820,New York,0.0,1.0,1.0,1.0,0,"Yes, definitely"
1878880530,Pennsylvania,0.0,1.0,1.0,1.0,1,I already voted (early or absentee)
1880399782,California,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406154,Florida,1.0,0.0,1.0,1.0,1,I plan to vote before November 5th
1878879666,Illinois,,,,1.0,1,"Yes, definitely"
1880409582,New York,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406362,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880400300,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880409960,Oklahoma,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403324,District Of Columbia,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880403652,North Carolina,0.0,0.0,1.0,1.0,1,"Yes, definitely"
1880400790,New York,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880402198,North Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402782,California,,,0.0,1.0,1,"Yes, definitely"
1880401798,California,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880402968,California,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880547204,Idaho,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880404252,North Carolina,1.0,0.0,1.0,1.0,1,"Yes, definitely"
1880406782,New Jersey,0.0,1.0,1.0,1.0,1,"Yes, definitely"
1880404412,Wisconsin,,,,0.0,0,Undecided
